mn,cw,dh,ibd,ibh,rv,tuw,kd,tauc,Qp,Tp,Bw,Bd,Tc,Bwbc,Bwac,Bdbc,Bdac
0.01831376521,11.72493096,15.58620834,0.03344151517,0.3093224455,15307542.31,18.82490322,26.59833375,2.271152179,2223.55,2880,102.571,15.586,1800,20.659,23.747,10.656,15.586
0.02070843071,11.82334464,15.55050696,0.01778057717,0.3081049861,14854271.56,19.59916028,7.494429308,2.86651617,1517.49,5040,98.015,15.55,5400,19.367,20.22,10,15.55
0.02445509678,12.17405364,15.55333222,0.04198091313,0.4433269332,16272381.29,20.37528132,32.12258643,2.580056215,2190.15,2880,102.55,15.553,1800,22.647,26.319,11.787,15.553
0.02837434306,12.52423446,15.53393415,0.01585453909,0.3435022921,16833416.84,19.79849052,23.59287052,3.042270266,1858.86,3600,102.361,15.533,2520,21.943,24.543,11.323,15.533
0.02079790516,12.08596005,15.52985628,0.03133837215,0.2500383042,16398177.19,20.21160906,53.47533744,3.671467329,2714.64,2520,109.448,15.53,1440,25.689,31.705,13.109,15.53
0.02797851293,12.22317144,15.5495539,0.02829463618,0.3601393358,15377874.17,18.66835304,40.65102349,1.234813437,2667.54,2520,103.239,15.55,1440,22.945,27.661,11.848,15.55
0.02850714086,12.07005392,15.58088758,0.0409424986,0.1503276709,15474974.3,18.41503377,12.26818989,3.272043846,1655.9,3600,101.172,15.581,3600,21.056,22.433,10.698,15.581
0.02769444866,12.45721764,15.54378276,0.02743483187,0.2263449477,16082179.17,20.14140593,57.19043524,3.814022844,2859.67,2520,112.255,15.544,1440,22.799,29.316,11.64,15.544
0.02602413582,12.38998309,15.57044679,0.02567398116,0.2667550548,14507042.66,18.09424776,50.34723896,3.516244034,3064.74,2520,104.071,15.569,1080,17.246,20.19,8.903,15.569
0.02121819818,12.47274918,15.57362649,0.01472321821,0.09828618507,15905028.82,19.83031099,41.29492965,1.686265721,2555.85,2880,104.339,15.572,1800,23.969,28.706,12.091,15.572
0.03459403485,12.35282145,15.55142305,0.02919679991,0.4371197597,15083165.42,18.93329231,35.28744292,2.812274273,2510,2520,102.916,15.551,1800,23.439,27.475,12.171,15.551
0.02726270848,12.17995039,15.5756373,0.02939728022,0.2982622783,14337788.68,19.40836314,60.61006502,2.292805601,3396.74,2160,116.924,15.575,1080,20.077,27.194,10.351,15.575
0.02751667753,12.0946012,15.524234,0.01685630838,0.2073684123,15666699.01,18.79688193,38.31279777,3.201260375,2523.19,2880,103.272,15.523,1800,22.848,27.231,11.64,15.523
0.03155654983,12.30072445,15.56023301,0.02001912779,0.3530505063,15714555.46,20.30342976,38.69033523,4.435588685,2509.01,2880,103.248,15.56,1800,22.647,27.039,11.686,15.56
0.02395044322,11.7852983,15.51412674,0.03778624756,0.431948805,15749320.13,18.73828679,22.16553057,4.056804951,1964.06,3240,101.212,15.514,2160,20.632,23.171,10.766,15.514
0.02172319879,12.54699725,15.58363361,0.03404237407,0.2347819126,14729760.1,20.7020385,27.68058121,3.087576588,2374.73,2520,103.702,15.584,1800,21.095,24.283,10.799,15.584
0.03249961374,11.82924038,15.56866055,0.01931988226,0.2190665625,15137620.36,19.15736129,28.69889054,2.693933205,2316.26,2880,102.894,15.569,2160,22.299,25.597,11.378,15.569
0.02554953058,12.38262338,15.5442621,0.04727008788,0.244476643,15536888.45,19.37378532,24.32180122,2.195607182,2101.09,2880,103.044,15.544,1800,19.903,22.744,10.22,15.544
0.02796809669,11.94829575,15.54067231,0.01912664266,0.3391594426,16432246.22,18.68957274,39.0980221,1.986383458,2330.04,2880,102.76,15.541,1440,16.767,21.37,8.733,15.541
0.02257635682,12.2353459,15.52511871,0.02638323131,0.03904481216,15207019.19,18.57216768,39.76091006,1.833233857,2596.4,2880,103.989,15.525,1440,17.346,22,8.726,15.525
0.02372213836,11.85464748,15.58243879,0.02502610771,0.5535186666,15356267.14,19.13103624,48.09374015,2.072746937,2815.97,2520,106.485,15.581,1440,20.641,26.249,10.887,15.581
0.02582943209,12.12273579,15.58809033,0.015286547,0.2819110681,17048778.48,18.99461237,24.75925043,1.868050022,1875.96,3240,102.718,15.587,2160,20.361,23.171,10.47,15.587
0.02413741371,12.427891,15.57902724,0.02506812457,0.06542613504,15724729.73,19.27219145,13.98362656,3.317886228,1695.07,3600,102.349,15.578,3240,20.038,21.641,10.095,15.578
0.03313943576,11.89987549,15.56753075,0.03929860668,0.4050810684,14535337.54,19.34747353,30.52532857,3.070985547,2499.51,2520,102.58,15.566,1800,22.153,25.661,11.5,15.566
0.02510228939,12.40484575,15.55679707,0.01964425823,0.2789681615,16763075.85,18.95516914,43.47253986,2.535805114,2417.11,2880,103.583,15.557,1800,24.213,29.102,12.396,15.557
0.02003730767,11.96899851,15.52801775,0.02966847372,0.173509486,15441458.65,19.08076215,28.26239781,3.733237379,2250.83,2880,102.76,15.527,1800,21.007,24.253,10.692,15.527
0.02164779643,12.20135536,15.54100282,0.01333468616,0.3232284533,16065198.74,18.44823392,49.91963863,2.517697832,2664.35,2880,107.93,15.541,1080,16.907,18.376,8.784,15.541
0.030123669,12.16509436,15.55438027,0.03561774752,0.2901524989,13957564.47,19.74739899,41.14921153,2.988255833,3025.74,2520,103.522,15.554,1440,23.156,27.874,11.884,15.554
0.02696550467,12.71945019,15.56601275,0.01546388849,0.1669176817,15470818.48,18.35894756,3.593680174,3.236138431,1166.56,8640,106.116,15.566,9000,16.127,16.52,8.239,15.566
0.02621313725,12.26167521,15.55774767,0.02169709187,0.4189931898,15276207.47,19.17698276,37.07884149,3.996521066,2548.73,2880,102.998,15.557,1800,22.293,26.524,11.576,15.557
0.02052164683,12.05773765,15.53339008,0.01826978047,0.134435843,16719847.24,18.78152335,17.05836986,3.540128872,1671.57,3600,101.882,15.533,2880,20.284,22.186,10.287,15.533
0.02719032556,12.56509491,15.53983136,0.02805409483,0.3207187474,15811898.61,18.97226445,31.27403464,2.661686963,2283.19,2880,103.266,15.539,1800,20.87,24.488,10.769,15.539
0.0192572685,12.29267165,15.56286894,0.0379712976,0.3588933796,15026547.73,18.90304158,18.44648924,4.324814117,1960.67,3240,102.017,15.563,2520,20.8,22.906,10.778,15.563
0.02558219092,12.35984287,15.50342749,0.03195978896,0.1952945122,14612920.75,18.71302291,46.74517468,2.602670468,3019.37,2160,103.745,15.502,1440,24.68,30.02,12.552,15.502
0.03069785707,12.50737861,15.53619768,0.03457204767,0.1108995694,16309175.97,19.57584603,25.1374044,4.512475691,1977.75,2880,103.163,15.536,2160,22.046,24.875,11.153,15.536
0.02227501478,12.19447064,15.56484468,0.02289395586,0.4722654518,14413086.98,19.46844102,36.15792566,2.945382191,2726.3,2520,102.852,15.565,1800,22.186,26.347,11.576,15.565
0.02896301938,11.76622011,15.52759276,0.01699891757,0.3846190275,15394258.29,19.91410908,29.50830501,4.107936562,2281.04,3240,102.068,15.528,2160,21.811,25.183,11.299,15.527
0.03175543671,12.14603317,15.58528291,0.0272388638,0.3272137546,14792671.66,19.69109666,36.62592055,2.630610432,2648.75,2520,103.373,15.584,1800,22.698,26.908,11.689,15.584
0.01965830641,11.84897461,15.56559904,0.01226608209,0.2692361287,15177433.87,19.49552353,29.6825588,1.564849041,2342.02,2880,102.766,15.566,2160,22.436,25.871,11.494,15.566
0.02503068714,12.03097116,15.55923808,0.02676356004,0.113277257,16140214.36,18.91814826,42.05458813,4.170898391,2456.95,2880,103.72,15.559,1440,17.712,22.595,8.982,15.559
0.02361462747,12.32276375,15.55285878,0.01847247571,0.262203551,15416024.11,18.58645209,34.69290006,2.76315588,2470.38,2880,103.431,15.553,1800,21.775,25.774,11.159,15.553
0.02211848901,11.88696762,15.56087925,0.01860680646,0.4842896771,14649836.09,18.60741763,42.99652191,2.802166077,2855.51,2520,102.644,15.56,1800,23.799,28.724,12.393,15.56
0.0274290429,12.12741368,15.51173329,0.01569418919,0.08932209803,15937041.8,19.41790153,51.16277538,2.961576444,2721.98,2520,107.896,15.511,1080,17.389,18.888,8.793,15.511
0.02778425994,12.39363836,15.55008024,0.01452226154,0.3835543547,15775166.08,19.32462337,10.81120696,2.567925147,1537.17,4320,100.099,15.55,3960,19.202,20.443,9.991,15.55
0.02195639088,12.09892831,15.56351271,0.03162114465,0.350704084,16225139.39,18.88008349,20.32705943,1.328344861,1842.65,3240,101.898,15.563,2160,19.836,22.208,10.284,15.563
0.01982763762,12.1425833,15.55801589,0.01642564133,0.507000962,16376255.21,20.22555146,40.19563845,3.554943171,2419.67,2880,102.596,15.557,1800,22.808,27.386,11.918,15.557
0.02659290201,12.44790516,15.54550596,0.0247600583,0.4777318029,15170039.42,19.80067673,27.34041282,2.453996145,2247.41,2880,102.492,15.545,2160,21.693,24.847,11.336,15.545
0.02379752777,11.93272432,15.5570602,0.01602826606,0.240830615,16033864.49,19.47475494,54.8224067,4.604603787,2819.89,2520,108.21,15.557,1800,25.887,32.028,13.192,15.557
0.03209471059,11.87033557,15.54640115,0.04539680508,0.1818824096,15896931.05,19.10401295,46.26632054,1.70209577,2622.82,2520,106.083,15.546,1080,17.27,22.738,8.839,15.546
0.02313936017,12.15314283,15.51804434,0.01729698352,0.3677532279,15570155.03,19.07033976,32.45367755,2.31454111,2303.01,2880,102.529,15.517,1440,17.2,19.114,8.976,15.517
0.02268146839,12.2745829,15.56831971,0.01216697252,0.2607173333,15963735.8,19.90252805,37.25458162,4.229448485,0,0,0.012,0.012,0,0,0,0,0
0.02226608606,12.18378889,15.52621449,0.03645534687,0.2397011465,15587032.32,19.24543848,21.97460424,3.858006123,1959.93,3240,102.251,15.526,1800,17.258,19.818,8.888,15.526
0.02608511004,12.3391207,15.57112272,0.01654450094,0.4236441446,14971182.81,18.49818548,32.95986027,3.613087242,2460.68,2880,102.952,15.571,2160,23.07,26.829,11.966,15.571
0.01779782216,12.46975365,15.57460659,0.02146651293,0.3738773986,14573705.92,19.00668561,34.17731778,3.87477993,2631.87,2880,103.422,15.575,1800,21.366,25.286,11.067,15.575
0.02284484129,12.11595276,15.56200704,0.02119325498,0.1408460586,14902021.07,18.22110647,35.90828792,2.443779617,2623.92,2880,103.733,15.562,1800,22.525,26.661,11.415,15.562
0.02572024031,11.6858907,15.56242037,0.01298425538,0.3164055201,16527686.88,19.03454678,29.27577376,1.886777549,2085.69,3240,102.294,15.562,2160,22.162,25.515,11.403,15.562
0.02986018874,12.41323793,15.51910951,0.03080032647,0.4139986839,15285635.5,20.30895591,14.661763,2.356776898,1767.36,3240,101.148,15.519,2880,19.879,21.583,10.369,15.519
0.03121706475,11.79687325,15.55400847,0.014751927,0.3031576116,15522868.64,18.8646628,10.07339833,4.801959882,0,0,0.015,0.015,0,0,0,0,0
0.02694156156,12.67303634,15.54805593,0.02761703537,0.4897237954,16470133.43,19.09046541,63.41282385,3.120160133,2995.01,2160,121.17,15.548,1440,27.359,34.494,14.182,15.548
0.02324033584,12.24646295,15.5818921,0.01893131782,0.2011088422,16244964.81,19.38000916,47.08894945,1.972264678,2600.39,2520,106.832,15.581,1440,20.254,25.743,10.339,15.581
0.02472006848,12.00083858,15.57825356,0.01990280798,0.313544155,14712663.74,20.05845321,49.00750435,3.130240051,3000.33,2520,103.864,15.578,1440,20.455,26.137,10.552,15.578
0.02978737575,12.13617208,15.55218016,0.02558587715,0.366464461,15503446.63,19.76072802,51.90491528,3.39768701,2874.87,2520,107.284,15.551,1440,21.546,27.523,11.153,15.551
0.02628512844,11.99114696,15.55528556,0.03869629318,0.3003828745,15701747.89,19.62153528,25.62337375,4.034944481,2103.44,2880,102.404,15.554,1800,19.937,22.903,10.287,15.554
0.02145063347,12.03422608,15.57646793,0.01749365949,0.1612831151,15114746.81,19.86743937,22.744438,2.483851163,2131.23,3240,102.83,15.575,2520,22.068,24.683,11.204,15.575
0.0268340385,12.60699725,15.52210377,0.01374976351,0.05677540894,14452871.36,20.85466784,9.29635713,1.767002295,1649.17,4680,100.118,15.522,3960,17.224,18.306,8.675,15.522
0.02648004953,12.28638246,15.54472903,0.02042329024,0.3288975235,14930308.75,18.64048688,31.86687809,3.378387937,2408.42,2880,102.992,15.545,1440,16.855,18.721,8.769,15.545
0.02593923639,12.21362454,15.55134684,0.03313190565,0.2559043332,16016521.93,20.02216734,21.42727536,3.451835727,1866.35,3240,102.288,15.551,1800,16.804,19.282,8.675,15.551
0.02240736638,12.34367059,15.53719813,0.04352598938,0.3948776928,16332456.07,20.00405083,48.28393309,2.492478582,2617.12,2520,106.896,15.537,1440,24.677,30.172,12.756,15.537
0.02819901678,12.2403262,15.57499159,0.01102915563,0.1862199264,15219032.17,20.15386916,33.88286349,3.016718791,2488.49,3240,103.641,15.575,2160,21.659,25.561,11.022,15.575
0.02962779001,12.05000673,15.5322457,0.02076790886,0.2207338477,15331059.24,18.53440383,59.29092843,2.101364742,3098.28,2520,117.942,15.532,1080,19.861,23.329,10.162,15.532
0.02295634842,12.0780114,15.51666193,0.0231538497,0.1227519347,14167982.68,19.43652804,39.24548433,2.724666587,2912.36,2520,103.62,15.517,1800,23.579,28.075,11.924,15.517
0.03101420741,11.98309752,15.54691419,0.02379720309,0.2854763785,16930313.42,18.7612324,13.15007786,2.652512174,1485.39,3960,100.819,15.547,3240,19.172,20.62,9.882,15.547
0.02902934711,12.61703899,15.56463324,0.01250407123,0.1760181721,15966260.73,19.71561856,52.79379002,3.255542398,2799.91,2520,109.118,15.565,1800,25.774,31.736,13.07,15.565
0.01799022667,12.68128838,15.53653964,0.02202356738,0.4257827796,16169407.48,18.47107216,42.82089075,3.175486706,2502.96,2880,103.336,15.536,1800,23.854,28.721,12.363,15.536
0.0292337554,12.58060282,15.56654262,0.03710343238,0.4542363118,16591079.1,18.3010854,20.69683208,2.220976497,1757.03,3240,102.023,15.566,1800,16.584,19.023,8.766,15.566
0.02480752466,12.43161889,15.53007029,0.01429048438,0.4483696426,15434617.39,20.09449651,19.96854412,2.046119655,1906.67,3600,101.66,15.53,2160,16.563,18.916,8.736,15.53
0.02938045873,12.04850471,15.56971887,0.01796785803,0.2947197671,15255131.09,20.41770909,17.53905073,2.165907982,1897.63,3600,101.828,15.569,2880,20.888,22.915,10.747,15.569
0.01726081064,12.37028576,15.53160446,0.03065164107,0.4627353417,14828209.91,19.20335637,35.50937929,3.629068531,2567.59,2520,102.769,15.532,1800,23.427,27.472,12.192,15.532
0.03026882732,12.28061505,15.5560796,0.02424117247,0.5034138972,16103670.97,19.25943677,43.97180901,1.794469582,2540.65,2880,103.641,15.556,1440,19.547,24.728,10.29,15.556
0.025168708,12.32798367,15.53525148,0.01313998955,0.407505334,16646969.89,19.55453206,16.06410439,1.931891629,1594.02,3960,101.05,15.535,2520,16.587,18.474,8.708,15.535
0.02490037919,12.21150159,15.59055164,0.01509566722,0.3360727175,15640388.3,19.13961759,34.89524309,2.323971181,2432.5,2880,103.315,15.591,1800,21.635,25.667,11.162,15.591
0.02543350138,12.2561146,15.51076511,0.01150446386,0.5189324056,14275897.38,19.67969617,44.76577819,2.246888151,2950.72,2880,102.629,15.511,1440,16.95,22.247,8.998,15.511
0.02869882658,12.49710229,15.59655606,0.02064177064,0.4004506748,16679417.09,19.5475775,44.87812865,3.42601984,2450.7,2880,103.586,15.597,1800,24.204,29.243,12.512,15.597
0.01867478993,12.1909554,15.53865242,0.03246336818,0.2526629905,15674578.75,20.62692645,25.93388674,2.719376118,2128.33,2880,102.681,15.539,1800,20.102,23.128,10.321,15.539
0.02335406903,11.95489632,15.52088638,0.02195412588,0.3764265082,15783587.91,19.22096879,33.68130759,1.620340791,2364.92,2880,102.468,15.52,1800,21.683,25.594,11.229,15.52
0.02669500838,12.10703292,15.59202799,0.04255009519,0.2151489201,14884877.92,19.31501404,33.20753164,2.145014455,2509.2,2520,103.571,15.591,1800,23.354,27.17,11.915,15.591
0.024336584,11.97000147,15.54739053,0.03031583148,0.08289951431,15627735.82,20.51576582,41.63563437,1.48219231,2650.67,2520,103.809,15.547,1440,23.585,28.392,11.89,15.547
0.02532458834,12.00999924,15.56952994,0.02599507841,0.2734809679,16200621.69,19.96879098,23.51894466,3.759677767,1956.03,3240,102.538,15.569,2160,20.044,22.747,10.308,15.569
0.02025656921,12.54418214,15.57802087,0.02359304418,0.2757691155,15077106.48,19.04327183,37.83465493,2.90593244,2620.88,2520,103.87,15.578,1800,22.961,27.295,11.768,15.578
0.02404402026,11.66185822,15.5598109,0.01369282308,0.5672843206,15598739.46,19.94362397,31.46180232,2.782357647,2286.25,3240,101.633,15.56,2160,22.357,25.972,11.753,15.56
0.01893564111,11.9217404,15.56395437,0.03468378728,0.1566536917,16960295.81,19.01065096,54.0717577,2.847566054,2616.39,2520,112.825,15.563,1440,25.798,31.782,13.073,15.563
0.02454674474,12.26972335,15.56102809,0.03982726528,0.3462277573,15996445.24,20.46549794,30.76473697,1.494231654,2214.11,2880,102.977,15.56,1800,22.424,25.975,11.579,15.56
0.03051546237,12.02058583,15.55556107,0.01269765236,0.290912913,15047809.52,18.72075065,26.45137139,3.917921103,2256.42,3960,102.507,15.556,2880,21.04,24.073,10.817,15.556
0.02864261891,12.31737939,15.54898641,0.02245414481,0.5369306435,15863060.48,18.28975067,19.47545673,2.407965247,1862.85,3600,101.66,15.548,2520,20.22,22.479,10.659,15.548
0.02100569004,12.65055544,15.57248964,0.03560120589,0.3906962026,14989802.17,19.65427718,17.76939511,2.879531432,1946.61,3240,102.294,15.572,2520,20.464,22.519,10.641,15.572
0.02466727724,12.22948108,15.57193777,0.01408684531,0.2294387698,15848835.27,19.29028002,56.55341687,2.371226124,2921.49,2520,115.184,15.572,1440,22.043,28.572,11.256,15.572
0.03290657343,12.31050047,15.54309965,0.02278816214,0.1286654976,15551529.88,19.52609508,45.65532398,2.03075642,2674.9,2520,104.007,15.542,1080,17.371,18.715,8.827,15.542
0.02349031237,12.49346994,15.54204434,0.01179756769,0.1936832271,14753313.75,18.88563408,27.91299092,2.390120649,2386.19,2880,103.464,15.542,2160,21.421,24.649,10.912,15.542
0.02135169415,12.15860029,15.53915679,0.02415518997,0.332698073,15830812.23,19.19491212,15.38102397,1.354225921,1724.22,3600,101.386,15.539,2880,19.751,21.552,10.22,15.539
0.0241716788,11.91450461,15.55867442,0.02878597581,0.2102683004,16486580.46,18.84293318,30.34121324,3.331095273,2082.28,2880,102.888,15.559,1440,17.154,20.699,8.803,15.559
